,Country,Year,CO2 emissions,Population,Continent
1870,Netherlands,2017,105.303,114.619,Europe
1871,Netherlands,2018,102.094,115.295,Europe
1872,Norway,1971,83.739,92.03,Europe
1873,Norway,1972,85.77,92.738,Europe
1874,Norway,1973,85.077,93.398,Europe
1875,Norway,1974,82.638,93.964,Europe
1876,Norway,1975,85.932,94.482,Europe
1877,Norway,1976,92.266,94.93,Europe
1878,Norway,1977,96.781,95.331,Europe
1879,Norway,1978,98.605,95.709,Europe
1880,Norway,1979,104.846,96.039,Europe
1881,Norway,1980,99.156,96.345,Europe
1882,Norway,1981,92.724,96.675,Europe
1883,Norway,1982,88.563,97.029,Europe
1884,Norway,1983,88.868,97.336,Europe
1885,Norway,1984,91.239,97.618,Europe
1886,Norway,1985,96.171,97.925,Europe
1887,Norway,1986,108.183,98.255,Europe
1888,Norway,1987,100.415,98.727,Europe
1889,Norway,1988,100.966,99.245,Europe
1890,Norway,1989,98.637,99.67,Europe
1891,Norway,1990,100.0,100.0,Europe
1892,Norway,1991,94.492,100.495,Europe
1893,Norway,1992,105.079,101.061,Europe
1894,Norway,1993,111.155,101.674,Europe
1895,Norway,1994,116.924,102.264,Europe
1896,Norway,1995,114.348,102.782,Europe
1897,Norway,1996,117.832,103.301,Europe
1898,Norway,1997,124.211,103.867,Europe
1899,Norway,1998,130.179,104.48,Europe
1900,Norway,1999,135.509,105.211,Europe
1901,Norway,2000,116.062,105.895,Europe
1902,Norway,2001,119.739,106.437,Europe
1903,Norway,2002,118.337,107.003,Europe
1904,Norway,2003,127.68,107.64,Europe
1905,Norway,2004,129.585,108.276,Europe
1906,Norway,2005,125.605,109.007,Europe
1907,Norway,2006,129.106,109.903,Europe
1908,Norway,2007,131.202,111.035,Europe
1909,Norway,2008,128.537,112.426,Europe
1910,Norway,2009,129.912,113.865,Europe
1911,Norway,2010,145.662,115.279,Europe
1912,Norway,2011,139.101,116.788,Europe
1913,Norway,2012,135.155,118.345,Europe
1914,Norway,2013,134.475,119.783,Europe
1915,Norway,2014,134.721,121.127,Europe
1916,Norway,2015,135.586,122.377,Europe
1917,Norway,2016,133.033,123.461,Europe
1918,Norway,2017,129.573,124.428,Europe
1919,Norway,2018,131.21,125.253,Europe
1920,Poland,1971,66.399,86.63,Europe
1921,Poland,1972,69.221,87.344,Europe
1922,Poland,1973,72.274,88.139,Europe
1923,Poland,1974,75.144,88.984,Europe
1924,Poland,1975,78.307,89.858,Europe
1925,Poland,1976,83.757,90.756,Europe
1926,Poland,1977,86.659,91.643,Europe
1927,Poland,1978,92.459,92.467,Europe
1928,Poland,1979,93.838,93.117,Europe
1929,Poland,1980,96.123,93.968,Europe
1930,Poland,1981,89.14,94.823,Europe
1931,Poland,1982,90.536,95.682,Europe
1932,Poland,1983,91.066,96.59,Europe
1933,Poland,1984,94.668,97.496,Europe
1934,Poland,1985,97.599,98.259,Europe
1935,Poland,1986,98.933,98.928,Europe
1936,Poland,1987,102.513,99.477,Europe
1937,Poland,1988,100.0,100.0,Europe
1938,Poland,1989,95.561,100.198,Europe
1939,Poland,1990,79.661,100.446,Europe
1940,Poland,1991,79.996,100.652,Europe
1941,Poland,1992,78.06,100.821,Europe
1942,Poland,1993,78.3,100.948,Europe
1943,Poland,1994,76.969,101.03,Europe
1944,Poland,1995,77.022,101.091,Europe
1945,Poland,1996,80.664,101.128,Europe
1946,Poland,1997,78.073,101.136,Europe
1947,Poland,1998,72.11,101.115,Europe
1948,Poland,1999,69.966,101.078,Europe
1949,Poland,2000,66.914,101.041,Europe
1950,Poland,2001,66.694,101.027,Europe
1951,Poland,2002,65.301,100.977,Europe
1952,Poland,2003,67.731,100.88,Europe
1953,Poland,2004,68.567,100.84,Europe
1954,Poland,2005,68.455,100.79,Europe
1955,Poland,2006,71.185,100.713,Europe
1956,Poland,2007,70.773,100.671,Europe
1957,Poland,2008,69.688,100.671,Europe
1958,Poland,2009,67.348,101.64,Europe
1959,Poland,2010,71.05,101.73,Europe
1960,Poland,2011,70.055,101.754,Europe
1961,Poland,2012,68.612,101.775,Europe
1962,Poland,2013,67.564,101.69,Europe
1963,Poland,2014,64.526,101.643,Europe
1964,Poland,2015,65.323,101.566,Europe
1965,Poland,2016,67.75,101.492,Europe
1966,Poland,2017,70.665,101.479,Europe
1967,Poland,2018,70.647,101.455,Europe
1968,Portugal,1971,37.977,87.324,Europe
1969,Portugal,1972,38.398,87.194,Europe
1970,Portugal,1973,42.73,87.224,Europe
1971,Portugal,1974,43.512,88.444,Europe
1972,Portugal,1975,47.585,91.866,Europe
1973,Portugal,1976,51.06,94.517,Europe
1974,Portugal,1977,49.487,95.528,Europe
1975,Portugal,1978,52.137,96.568,Europe
1976,Portugal,1979,57.766,97.609,Europe
1977,Portugal,1980,62.685,98.669,Europe
1978,Portugal,1981,65.651,99.52,Europe
1979,Portugal,1982,66.952,100.13,Europe
1980,Portugal,1983,68.828,100.57,Europe
1981,Portugal,1984,66.084,100.91,Europe
1982,Portugal,1985,63.139,101.131,Europe
1983,Portugal,1986,71.918,101.131,Europe
1984,Portugal,1987,73.254,100.96,Europe
1985,Portugal,1988,76.166,100.7,Europe
1986,Portugal,1989,98.01,100.38,Europe
1987,Portugal,1990,100.0,100.0,Europe
1988,Portugal,1991,104.233,99.72,Europe
1989,Portugal,1992,115.162,99.68,Europe
1990,Portugal,1993,112.417,99.79,Europe
1991,Portugal,1994,116.146,100.03,Europe
1992,Portugal,1995,124.645,100.31,Europe
1993,Portugal,1996,119.692,100.69,Europe
1994,Portugal,1997,125.013,101.141,Europe
1995,Portugal,1998,137.398,101.651,Europe
1996,Portugal,1999,154.069,102.231,Europe
1997,Portugal,2000,152.674,102.951,Europe
1998,Portugal,2001,152.422,103.682,Europe
1999,Portugal,2002,162.815,104.252,Europe
2000,Portugal,2003,150.181,104.642,Europe
2001,Portugal,2004,153.393,104.892,Europe
2002,Portugal,2005,161.999,105.083,Europe
2003,Portugal,2006,148.96,105.273,Europe
2004,Portugal,2007,144.175,105.483,Europe
2005,Portugal,2008,139.427,105.633,Europe
2006,Portugal,2009,140.071,105.733,Europe
2007,Portugal,2010,125.516,105.783,Europe
2008,Portugal,2011,124.18,105.633,Europe
2009,Portugal,2012,120.526,105.203,Europe
2010,Portugal,2013,115.435,104.622,Europe
2011,Portugal,2014,113.043,104.062,Europe
2012,Portugal,2015,123.852,103.632,Europe
2013,Portugal,2016,122.611,103.312,Europe
2014,Portugal,2017,134.063,103.052,Europe
2015,Portugal,2018,124.682,102.891,Europe
2016,Slovak Republic,1971,70.908,86.014,Europe
2017,Slovak Republic,1972,71.689,86.75,Europe
2018,Slovak Republic,1973,74.75,87.599,Europe
2019,Slovak Republic,1974,76.337,88.505,Europe
2020,Slovak Republic,1975,78.731,89.43,Europe
2021,Slovak Republic,1976,79.709,90.374,Europe
2022,Slovak Republic,1977,82.863,91.336,Europe
2023,Slovak Republic,1978,92.407,92.28,Europe
2024,Slovak Republic,1979,94.037,93.205,Europe
2025,Slovak Republic,1980,101.76,93.979,Europe
2026,Slovak Republic,1981,99.309,94.658,Europe
2027,Slovak Republic,1982,96.366,95.394,Europe
2028,Slovak Republic,1983,96.15,96.093,Europe
2029,Slovak Republic,1984,99.553,96.753,Europe
2030,Slovak Republic,1985,99.273,97.414,Europe
2031,Slovak Republic,1986,94.299,98.018,Europe
2032,Slovak Republic,1987,97.607,98.565,Europe
2033,Slovak Republic,1988,99.066,99.094,Europe
2034,Slovak Republic,1989,97.885,99.566,Europe
2035,Slovak Republic,1990,100.0,100.0,Europe
2036,Slovak Republic,1991,87.459,99.717,Europe
2037,Slovak Republic,1992,81.714,100.17,Europe
2038,Slovak Republic,1993,78.981,100.51,Europe
2039,Slovak Republic,1994,74.048,100.925,Europe
2040,Slovak Republic,1995,75.195,101.227,Europe
2041,Slovak Republic,1996,74.937,101.435,Europe
2042,Slovak Republic,1997,74.908,101.604,Europe
2043,Slovak Republic,1998,72.213,101.755,Europe
2044,Slovak Republic,1999,70.848,101.85,Europe
2045,Slovak Republic,2000,67.289,101.944,Europe
2046,Slovak Republic,2001,68.175,101.548,Europe
2047,Slovak Republic,2002,67.322,101.529,Europe
2048,Slovak Republic,2003,68.251,101.529,Europe
2049,Slovak Republic,2004,66.069,101.586,Europe
2050,Slovak Republic,2005,67.982,101.68,Europe
2051,Slovak Republic,2006,66.563,101.755,Europe
2052,Slovak Republic,2007,65.142,101.869,Europe
2053,Slovak Republic,2008,64.628,102.039,Europe
2054,Slovak Republic,2009,59.493,102.265,Europe
2055,Slovak Republic,2010,63.074,102.492,Europe
2056,Slovak Republic,2011,59.941,101.888,Europe
2057,Slovak Republic,2012,57.015,102.039,Europe
2058,Slovak Republic,2013,57.99,102.171,Europe
2059,Slovak Republic,2014,53.22,102.284,Europe
2060,Slovak Republic,2015,53.72,102.341,Europe
2061,Slovak Republic,2016,55.024,102.51,Europe
2062,Slovak Republic,2017,58.768,102.643,Europe
2063,Slovak Republic,2018,57.708,102.794,Europe
2064,Slovenia,1971,,,Europe
2065,Slovenia,1972,,,Europe
2066,Slovenia,1973,,,Europe
2067,Slovenia,1974,,,Europe
2068,Slovenia,1975,,,Europe
2069,Slovenia,1976,,,Europe
2070,Slovenia,1977,,,Europe
2071,Slovenia,1978,,,Europe
2072,Slovenia,1979,,,Europe
2073,Slovenia,1980,,,Europe
2074,Slovenia,1981,,,Europe
2075,Slovenia,1982,,,Europe
2076,Slovenia,1983,,,Europe
2077,Slovenia,1984,,,Europe
2078,Slovenia,1985,,,Europe
2079,Slovenia,1986,100.0,100.0,Europe
2080,Slovenia,1987,96.169,100.454,Europe
2081,Slovenia,1988,94.858,100.959,Europe
2082,Slovenia,1989,94.684,100.909,Europe
2083,Slovenia,1990,92.244,100.858,Europe
2084,Slovenia,1991,86.848,100.909,Europe
2085,Slovenia,1992,84.824,100.757,Europe
2086,Slovenia,1993,90.462,100.505,Europe
2087,Slovenia,1994,90.161,100.404,Europe
2088,Slovenia,1995,95.892,100.404,Europe
2089,Slovenia,1996,101.279,100.454,Europe
2090,Slovenia,1997,104.212,100.252,Europe
2091,Slovenia,1998,102.568,100.05,Europe
2092,Slovenia,1999,98.494,100.151,Europe
2093,Slovenia,2000,95.804,100.404,Europe
2094,Slovenia,2001,101.423,100.555,Europe
2095,Slovenia,2002,102.828,100.707,Europe
2096,Slovenia,2003,102.044,100.757,Europe
2097,Slovenia,2004,103.876,100.808,Europe
2098,Slovenia,2005,105.296,101.01,Europe
2099,Slovenia,2006,107.725,101.363,Europe
2100,Slovenia,2007,107.407,101.918,Europe
2101,Slovenia,2008,114.536,102.07,Europe
2102,Slovenia,2009,103.023,103.079,Europe
2103,Slovenia,2010,105.322,103.433,Europe
2104,Slovenia,2011,105.188,103.635,Europe
2105,Slovenia,2012,101.31,103.836,Europe
2106,Slovenia,2013,96.902,103.988,Europe
2107,Slovenia,2014,86.977,104.089,Europe
2108,Slovenia,2015,87.31,104.139,Europe
2109,Slovenia,2016,92.631,104.24,Europe
2110,Slovenia,2017,93.625,104.291,Europe
2111,Slovenia,2018,93.003,104.594,Europe
2112,Spain,1971,58.772,88.003,Europe
2113,Spain,1972,61.692,88.796,Europe
2114,Spain,1973,68.787,89.599,Europe
2115,Spain,1974,74.474,90.466,Europe
2116,Spain,1975,76.911,91.414,Europe
2117,Spain,1976,85.139,92.499,Europe
2118,Spain,1977,81.54,93.607,Europe
2119,Spain,1978,81.058,94.665,Europe
2120,Spain,1979,86.253,95.514,Europe
2121,Spain,1980,91.92,96.548,Europe
2122,Spain,1981,93.888,97.143,Europe
2123,Spain,1982,91.041,97.667,Europe
2124,Spain,1983,92.753,98.127,Europe
2125,Spain,1984,88.209,98.528,Europe
2126,Spain,1985,85.39,98.892,Europe
2127,Spain,1986,87.52,99.192,Europe
2128,Spain,1987,87.907,99.436,Europe
2129,Spain,1988,89.483,99.654,Europe
2130,Spain,1989,98.068,99.847,Europe
2131,Spain,1990,100.0,100.0,Europe
2132,Spain,1991,103.836,100.178,Europe
2133,Spain,1992,109.526,100.412,Europe
2134,Spain,1993,102.733,100.63,Europe
2135,Spain,1994,107.07,100.811,Europe
2136,Spain,1995,112.624,100.958,Europe
2137,Spain,1996,107.579,101.378,Europe
2138,Spain,1997,116.398,101.8,Europe
2139,Spain,1998,119.631,102.216,Europe
2140,Spain,1999,130.225,102.613,Europe
2141,Spain,2000,137.486,103.081,Europe
2142,Spain,2001,138.075,103.62,Europe
2143,Spain,2002,146.685,105.292,Europe
2144,Spain,2003,149.347,107.254,Europe
2145,Spain,2004,157.565,108.94,Europe
2146,Spain,2005,164.691,110.983,Europe
2147,Spain,2006,160.411,112.757,Europe
2148,Spain,2007,166.741,114.981,Europe
2149,Spain,2008,152.879,116.88,Europe
2150,Spain,2009,136.253,117.859,Europe
2151,Spain,2010,129.328,118.352,Europe
2152,Spain,2011,130.72,118.794,Europe
2153,Spain,2012,128.567,118.87,Europe
2154,Spain,2013,116.056,118.431,Europe
2155,Spain,2014,114.527,118.08,Europe
2156,Spain,2015,121.932,117.966,Europe
2157,Spain,2016,117.266,118.067,Europe
2158,Spain,2017,125.347,118.278,Europe
2159,Spain,2018,122.832,118.776,Europe
2160,Sweden,1971,157.549,94.614,Europe
2161,Sweden,1972,157.792,94.894,Europe
2162,Sweden,1973,160.458,95.07,Europe
2163,Sweden,1974,146.925,95.35,Europe
2164,Sweden,1975,151.777,95.712,Europe
2165,Sweden,1976,164.871,96.063,Europe
2166,Sweden,1977,159.195,96.401,Europe
2167,Sweden,1978,148.978,96.682,Europe
2168,Sweden,1979,153.822,96.904,Europe
2169,Sweden,1980,140.407,97.091,Europe
2170,Sweden,1981,127.117,97.208,Europe
2171,Sweden,1982,116.131,97.266,Europe
2172,Sweden,1983,105.544,97.313,Europe
2173,Sweden,1984,103.769,97.406,Europe
2174,Sweden,1985,112.114,97.558,Europe
2175,Sweden,1986,114.949,97.792,Europe
2176,Sweden,1987,111.426,98.119,Europe
2177,Sweden,1988,106.75,98.563,Europe
2178,Sweden,1989,101.364,99.229,Europe
2179,Sweden,1990,100.0,100.0,Europe
2180,Sweden,1991,101.962,100.678,Europe
2181,Sweden,1992,106.874,101.274,Europe
2182,Sweden,1993,106.405,101.869,Europe
2183,Sweden,1994,110.182,102.594,Europe
2184,Sweden,1995,109.328,103.131,Europe
2185,Sweden,1996,119.865,103.295,Europe
2186,Sweden,1997,108.063,103.353,Europe
2187,Sweden,1998,109.895,103.412,Europe
2188,Sweden,1999,107.774,103.493,Europe
2189,Sweden,2000,99.831,103.657,Europe
2190,Sweden,2001,98.249,103.937,Europe
2191,Sweden,2002,101.28,104.276,Europe
2192,Sweden,2003,103.686,104.662,Europe
2193,Sweden,2004,100.446,105.082,Europe
2194,Sweden,2005,93.882,105.503,Europe
2195,Sweden,2006,91.123,106.099,Europe
2196,Sweden,2007,87.941,106.882,Europe
2197,Sweden,2008,85.936,107.723,Europe
2198,Sweden,2009,79.912,108.646,Europe
2199,Sweden,2010,89.88,109.569,Europe
2200,Sweden,2011,83.01,110.398,Europe
2201,Sweden,2012,78.098,111.216,Europe
2202,Sweden,2013,75.168,112.163,Europe
2203,Sweden,2014,72.384,113.284,Europe
2204,Sweden,2015,72.326,114.488,Europe
2205,Sweden,2016,71.506,115.936,Europe
2206,Sweden,2017,70.752,117.514,Europe
2207,Sweden,2018,66.276,118.881,Europe
2208,Switzerland,1971,95.517,93.334,Europe
2209,Switzerland,1972,96.668,94.188,Europe
2210,Switzerland,1973,105.498,94.776,Europe
2211,Switzerland,1974,94.506,95.056,Europe
2212,Switzerland,1975,90.202,94.232,Europe
2213,Switzerland,1976,94.689,93.187,Europe
2214,Switzerland,1977,95.706,92.937,Europe
2215,Switzerland,1978,98.437,93.187,Europe
2216,Switzerland,1979,94.864,93.452,Europe
2217,Switzerland,1980,96.359,93.952,Europe
2218,Switzerland,1981,90.635,94.6,Europe
2219,Switzerland,1982,85.757,95.159,Europe
2220,Switzerland,1983,95.895,95.38,Europe
2221,Switzerland,1984,94.606,95.718,Europe
2222,Switzerland,1985,102.521,96.13,Europe
2223,Switzerland,1986,102.279,96.719,Europe
2224,Switzerland,1987,98.218,97.396,Europe
2225,Switzerland,1988,97.859,98.175,Europe
2226,Switzerland,1989,96.882,98.926,Europe
2227,Switzerland,1990,100.0,100.0,Europe
2228,Switzerland,1991,106.561,101.236,Europe
2229,Switzerland,1992,106.992,102.163,Europe
2230,Switzerland,1993,101.947,102.84,Europe
2231,Switzerland,1994,99.356,103.546,Europe
2232,Switzerland,1995,101.73,104.473,Europe
2233,Switzerland,1996,103.606,104.944,Europe
2234,Switzerland,1997,100.971,105.253,Europe
2235,Switzerland,1998,104.65,105.606,Europe
2236,Switzerland,1999,105.342,106.165,Europe
2237,Switzerland,2000,103.039,106.725,Europe
2238,Switzerland,2001,106.507,107.24,Europe
2239,Switzerland,2002,102.79,108.019,Europe
2240,Switzerland,2003,105.988,108.799,Europe
2241,Switzerland,2004,106.838,109.52,Europe
2242,Switzerland,2005,107.996,110.182,Europe
2243,Switzerland,2006,107.07,110.859,Europe
2244,Switzerland,2007,102.235,111.86,Europe
2245,Switzerland,2008,105.789,113.184,Europe
2246,Switzerland,2009,102.639,114.464,Europe
2247,Switzerland,2010,106.154,115.333,Europe
2248,Switzerland,2011,96.372,116.421,Europe
2249,Switzerland,2012,99.79,117.672,Europe
2250,Switzerland,2013,102.215,119.026,Europe
2251,Switzerland,2014,92.88,120.497,Europe
2252,Switzerland,2015,91.582,121.866,Europe
2253,Switzerland,2016,92.863,123.205,Europe
2254,Switzerland,2017,90.469,124.367,Europe
2255,Switzerland,2018,87.653,125.28,Europe
2256,Turkey,1971,32.415,65.702,Asia
2257,Turkey,1972,38.099,67.366,Asia
2258,Turkey,1973,40.972,69.071,Asia
2259,Turkey,1974,42.954,70.82,Asia
2260,Turkey,1975,46.313,72.71,Asia
2261,Turkey,1976,51.783,74.229,Asia
2262,Turkey,1977,56.091,75.776,Asia
2263,Turkey,1978,56.722,77.358,Asia
2264,Turkey,1979,52.467,78.973,Asia
2265,Turkey,1980,55.548,80.62,Asia
2266,Turkey,1981,55.241,82.62,Asia
2267,Turkey,1982,60.244,84.702,Asia
2268,Turkey,1983,64.681,86.836,Asia
2269,Turkey,1984,68.124,89.024,Asia
2270,Turkey,1985,74.06,91.266,Asia
2271,Turkey,1986,80.234,93.396,Asia
2272,Turkey,1987,88.329,95.011,Asia
2273,Turkey,1988,84.449,96.64,Asia
2274,Turkey,1989,93.745,98.316,Asia
2275,Turkey,1990,100.0,100.0,Asia
2276,Turkey,1991,102.344,101.696,Asia
2277,Turkey,1992,106.034,103.385,Asia
2278,Turkey,1993,110.696,105.067,Asia
2279,Turkey,1994,108.99,106.743,Asia
2280,Turkey,1995,119.62,108.411,Asia
2281,Turkey,1996,132.557,110.071,Asia
2282,Turkey,1997,138.499,111.724,Asia
2283,Turkey,1998,138.553,113.324,Asia
2284,Turkey,1999,138.292,114.956,Asia
2285,Turkey,2000,156.275,116.598,Asia
2286,Turkey,2001,141.88,118.226,Asia
2287,Turkey,2002,149.581,119.744,Asia
2288,Turkey,2003,157.768,121.181,Asia
2289,Turkey,2004,161.071,122.64,Asia
2290,Turkey,2005,167.666,124.156,Asia
2291,Turkey,2006,186.586,125.717,Asia
2292,Turkey,2007,206.735,127.282,Asia
2293,Turkey,2008,203.758,128.904,Asia
2294,Turkey,2009,202.914,130.695,Asia
2295,Turkey,2010,208.014,132.696,Asia
2296,Turkey,2011,223.048,134.659,Asia
2297,Turkey,2012,231.774,136.386,Asia
2298,Turkey,2013,221.484,138.149,Asia
2299,Turkey,2014,238.565,140.025,Asia
2300,Turkey,2015,247.731,141.905,Asia
2301,Turkey,2016,263.187,143.828,Asia
2302,Turkey,2017,294.064,145.706,Asia
2303,Turkey,2018,290.568,147.69,Asia
2304,United Kingdom,1971,113.059,97.711,Europe
2305,United Kingdom,1972,109.621,98.007,Europe
2306,United Kingdom,1973,115.444,98.227,Europe
2307,United Kingdom,1974,108.336,98.249,Europe
2308,United Kingdom,1975,104.851,98.232,Europe
2309,United Kingdom,1976,105.953,98.214,Europe
2310,United Kingdom,1977,107.921,98.169,Europe
2311,United Kingdom,1978,107.59,98.148,Europe
2312,United Kingdom,1979,113.423,98.256,Europe
2313,United Kingdom,1980,103.856,98.414,Europe
2314,United Kingdom,1981,100.92,98.463,Europe
2315,United Kingdom,1982,98.546,98.346,Europe
2316,United Kingdom,1983,97.041,98.389,Europe
2317,United Kingdom,1984,93.95,98.552,Europe
2318,United Kingdom,1985,98.936,98.805,Europe
2319,United Kingdom,1986,101.581,99.032,Europe
2320,United Kingdom,1987,102.408,99.242,Europe
2321,United Kingdom,1988,102.136,99.437,Europe
2322,United Kingdom,1989,99.64,99.719,Europe
2323,United Kingdom,1990,100.0,100.0,Europe
2324,United Kingdom,1991,101.955,100.351,Europe
2325,United Kingdom,1992,99.66,100.606,Europe
2326,United Kingdom,1993,96.583,100.832,Europe
2327,United Kingdom,1994,95.238,101.09,Europe
2328,United Kingdom,1995,93.521,101.375,Europe
2329,United Kingdom,1996,97.164,101.618,Europe
2330,United Kingdom,1997,93.175,101.88,Europe
2331,United Kingdom,1998,93.655,102.161,Europe
2332,United Kingdom,1999,93.185,102.526,Europe
2333,United Kingdom,2000,94.753,102.879,Europe
2334,United Kingdom,2001,97.436,103.276,Europe
2335,United Kingdom,2002,94.865,103.718,Europe
2336,United Kingdom,2003,97.103,104.191,Europe
2337,United Kingdom,2004,97.088,104.738,Europe
2338,United Kingdom,2005,96.771,105.547,Europe
2339,United Kingdom,2006,96.998,106.27,Europe
2340,United Kingdom,2007,94.966,107.13,Europe
2341,United Kingdom,2008,92.447,108.012,Europe
2342,United Kingdom,2009,83.744,108.776,Europe
2343,United Kingdom,2010,86.755,109.647,Europe
2344,United Kingdom,2011,79.939,110.565,Europe
2345,United Kingdom,2012,83.992,111.298,Europe
2346,United Kingdom,2013,81.363,111.999,Europe
2347,United Kingdom,2014,74.385,112.857,Europe
2348,United Kingdom,2015,71.72,113.753,Europe
2349,United Kingdom,2016,67.776,114.693,Europe
2350,United Kingdom,2017,65.517,115.378,Europe
2351,United Kingdom,2018,64.137,116.07,Europe
2352,OECD Europe,1971,91.62,88.528,
2353,OECD Europe,1972,94.167,89.199,
2354,OECD Europe,1973,99.316,89.845,
2355,OECD Europe,1974,97.116,90.438,
2356,OECD Europe,1975,94.345,90.999,
2357,OECD Europe,1976,100.282,91.485,
2358,OECD Europe,1977,100.097,91.985,
2359,OECD Europe,1978,102.937,92.484,
2360,OECD Europe,1979,106.75,92.982,
2361,OECD Europe,1980,103.65,93.545,
2362,OECD Europe,1981,99.061,94.064,
2363,OECD Europe,1982,96.717,94.508,
2364,OECD Europe,1983,95.838,94.921,
2365,OECD Europe,1984,96.472,95.325,
2366,OECD Europe,1985,98.223,95.75,
2367,OECD Europe,1986,99.078,96.575,
2368,OECD Europe,1987,100.245,96.952,
2369,OECD Europe,1988,99.457,97.411,
2370,OECD Europe,1989,99.622,97.901,
2371,OECD Europe,1990,100.0,100.0,
2372,OECD Europe,1991,100.728,100.526,
2373,OECD Europe,1992,98.092,101.028,
2374,OECD Europe,1993,96.573,101.48,
2375,OECD Europe,1994,96.034,101.858,
2376,OECD Europe,1995,97.261,102.231,
2377,OECD Europe,1996,100.683,102.597,
2378,OECD Europe,1997,98.803,102.945,
2379,OECD Europe,1998,99.07,103.274,
2380,OECD Europe,1999,98.056,103.639,
2381,OECD Europe,2000,98.814,104.062,
2382,OECD Europe,2001,100.024,104.499,
2383,OECD Europe,2002,99.763,105.041,
2384,OECD Europe,2003,102.43,105.606,
2385,OECD Europe,2004,102.712,106.179,
2386,OECD Europe,2005,102.36,106.804,
2387,OECD Europe,2006,103.056,107.375,
2388,OECD Europe,2007,102.216,108.034,
2389,OECD Europe,2008,100.12,108.702,
2390,OECD Europe,2009,93.534,109.319,
2391,OECD Europe,2010,96.513,109.834,
2392,OECD Europe,2011,93.2,110.357,
2393,OECD Europe,2012,92.89,110.836,
2394,OECD Europe,2013,90.849,111.29,
2395,OECD Europe,2014,86.586,111.787,
2396,OECD Europe,2015,87.945,112.343,
2397,OECD Europe,2016,88.186,112.924,
2398,OECD Europe,2017,89.202,113.405,
2399,OECD Europe,2018,87.552,113.906,
2400,Albania,1971,68.091,66.565,Europe
2401,Albania,1972,78.379,68.239,Europe
2402,Albania,1973,69.167,69.881,Europe
2403,Albania,1974,72.473,71.494,Europe
2404,Albania,1975,76.474,73.167,Europe
2405,Albania,1976,82.45,74.81,Europe
2406,Albania,1977,87.407,76.483,Europe
2407,Albania,1978,99.058,78.065,Europe
2408,Albania,1979,118.014,79.647,Europe
2409,Albania,1980,120.071,81.29,Europe
2410,Albania,1981,103.011,82.933,Europe
2411,Albania,1982,107.599,84.697,Europe
2412,Albania,1983,117.39,86.523,Europe
2413,Albania,1984,127.151,88.348,Europe
2414,Albania,1985,122.158,90.204,Europe
2415,Albania,1986,122.54,91.968,Europe
2416,Albania,1987,127.484,93.824,Europe
2417,Albania,1988,126.225,95.589,Europe
2418,Albania,1989,120.561,98.205,Europe
2419,Albania,1990,100.0,100.0,Europe
2420,Albania,1991,67.182,99.392,Europe
2421,Albania,1992,37.677,98.783,Europe
2422,Albania,1993,34.837,98.175,Europe
2423,Albania,1994,35.845,97.597,Europe
2424,Albania,1995,32.585,96.988,Europe
2425,Albania,1996,32.845,96.38,Europe
2426,Albania,1997,25.166,95.771,Europe
2427,Albania,1998,31.019,95.193,Europe
2428,Albania,1999,51.501,94.585,Europe
2429,Albania,2000,54.354,93.976,Europe
2430,Albania,2001,56.834,93.094,Europe
2431,Albania,2002,66.109,92.82,Europe
2432,Albania,2003,67.379,92.486,Europe
2433,Albania,2004,70.636,92.09,Europe
2434,Albania,2005,67.429,91.603,Europe
2435,Albania,2006,66.851,91.056,Europe
2436,Albania,2007,66.56,90.356,Europe
2437,Albania,2008,65.375,89.656,Europe
2438,Albania,2009,66.389,89.078,Europe
2439,Albania,2010,69.281,88.622,Europe
2440,Albania,2011,73.011,88.378,Europe
2441,Albania,2012,61.429,88.226,Europe
2442,Albania,2013,64.274,88.074,Europe
2443,Albania,2014,72.679,87.892,Europe
2444,Albania,2015,67.422,87.648,Europe
2445,Albania,2016,64.767,87.496,Europe
2446,Albania,2017,76.539,87.405,Europe
2447,Albania,2018,75.853,87.192,Europe
2448,Armenia,1971,,,Asia
2449,Armenia,1972,,,Asia
2450,Armenia,1973,,,Asia
2451,Armenia,1974,,,Asia
2452,Armenia,1975,,,Asia
2453,Armenia,1976,,,Asia
2454,Armenia,1977,,,Asia
2455,Armenia,1978,,,Asia
2456,Armenia,1979,,,Asia
2457,Armenia,1980,,,Asia
2458,Armenia,1981,,,Asia
2459,Armenia,1982,,,Asia
2460,Armenia,1983,,,Asia
2461,Armenia,1984,,,Asia
2462,Armenia,1985,,,Asia
2463,Armenia,1986,,,Asia
2464,Armenia,1987,,,Asia
2465,Armenia,1988,,,Asia
2466,Armenia,1989,,,Asia
2467,Armenia,1990,100.0,100.0,Asia
2468,Armenia,1991,104.255,99.067,Asia
2469,Armenia,1992,53.698,97.315,Asia
2470,Armenia,1993,24.787,95.054,Asia
2471,Armenia,1994,13.484,92.821,Asia
2472,Armenia,1995,16.971,90.927,Asia
2473,Armenia,1996,12.111,89.542,Asia
2474,Armenia,1997,15.906,88.553,Asia
2475,Armenia,1998,16.544,87.875,Asia
2476,Armenia,1999,14.773,87.309,Asia
2477,Armenia,2000,17.245,86.772,Asia
2478,Armenia,2001,17.427,86.235,Asia
2479,Armenia,2002,14.65,85.755,Asia
2480,Armenia,2003,16.504,85.302,Asia
2481,Armenia,2004,17.463,84.822,Asia
