,Country,Year,CO2 emissions,Population,Continent
2482,Armenia,2005,20.81,84.257,Asia
2483,Armenia,2006,20.917,83.607,Asia
2484,Armenia,2007,24.175,82.9,Asia
2485,Armenia,2008,26.572,82.193,Asia
2486,Armenia,2009,21.514,81.628,Asia
2487,Armenia,2010,20.399,81.317,Asia
2488,Armenia,2011,23.546,81.317,Asia
2489,Armenia,2012,27.405,81.515,Asia
2490,Armenia,2013,26.418,81.911,Asia
2491,Armenia,2014,26.381,82.306,Asia
2492,Armenia,2015,25.706,82.702,Asia
2493,Armenia,2016,24.751,82.985,Asia
2494,Armenia,2017,26.029,83.239,Asia
2495,Armenia,2018,27.185,83.437,Asia
2496,Azerbaijan,1971,,,Asia
2497,Azerbaijan,1972,,,Asia
2498,Azerbaijan,1973,,,Asia
2499,Azerbaijan,1974,,,Asia
2500,Azerbaijan,1975,,,Asia
2501,Azerbaijan,1976,,,Asia
2502,Azerbaijan,1977,,,Asia
2503,Azerbaijan,1978,,,Asia
2504,Azerbaijan,1979,,,Asia
2505,Azerbaijan,1980,,,Asia
2506,Azerbaijan,1981,,,Asia
2507,Azerbaijan,1982,,,Asia
2508,Azerbaijan,1983,,,Asia
2509,Azerbaijan,1984,,,Asia
2510,Azerbaijan,1985,,,Asia
2511,Azerbaijan,1986,,,Asia
2512,Azerbaijan,1987,,,Asia
2513,Azerbaijan,1988,,,Asia
2514,Azerbaijan,1989,,,Asia
2515,Azerbaijan,1990,100.0,100.0,Asia
2516,Azerbaijan,1991,97.337,101.564,Asia
2517,Azerbaijan,1992,79.349,103.115,Asia
2518,Azerbaijan,1993,69.852,104.693,Asia
2519,Azerbaijan,1994,62.22,106.118,Asia
2520,Azerbaijan,1995,60.528,107.347,Asia
2521,Azerbaijan,1996,50.619,108.437,Asia
2522,Azerbaijan,1997,49.125,109.485,Asia
2523,Azerbaijan,1998,49.091,110.532,Asia
2524,Azerbaijan,1999,48.173,111.51,Asia
2525,Azerbaijan,2000,51.054,112.432,Asia
2526,Azerbaijan,2001,48.303,113.298,Asia
2527,Azerbaijan,2002,47.706,114.15,Asia
2528,Azerbaijan,2003,52.039,115.016,Asia
2529,Azerbaijan,2004,51.239,116.036,Asia
2530,Azerbaijan,2005,54.257,117.223,Asia
2531,Azerbaijan,2006,54.963,118.522,Asia
2532,Azerbaijan,2007,49.914,119.863,Asia
2533,Azerbaijan,2008,53.87,122.405,Asia
2534,Azerbaijan,2009,45.849,124.976,Asia
2535,Azerbaijan,2010,43.999,126.47,Asia
2536,Azerbaijan,2011,49.454,128.132,Asia
2537,Azerbaijan,2012,54.025,129.851,Asia
2538,Azerbaijan,2013,55.086,131.541,Asia
2539,Azerbaijan,2014,57.576,133.189,Asia
2540,Azerbaijan,2015,57.599,134.781,Asia
2541,Azerbaijan,2016,58.727,136.304,Asia
2542,Azerbaijan,2017,57.599,137.645,Asia
2543,Azerbaijan,2018,57.862,138.874,Asia
2544,Belarus,1971,,,Europe
2545,Belarus,1972,,,Europe
2546,Belarus,1973,,,Europe
2547,Belarus,1974,,,Europe
2548,Belarus,1975,,,Europe
2549,Belarus,1976,,,Europe
2550,Belarus,1977,,,Europe
2551,Belarus,1978,,,Europe
2552,Belarus,1979,,,Europe
2553,Belarus,1980,,,Europe
2554,Belarus,1981,,,Europe
2555,Belarus,1982,,,Europe
2556,Belarus,1983,,,Europe
2557,Belarus,1984,,,Europe
2558,Belarus,1985,,,Europe
2559,Belarus,1986,,,Europe
2560,Belarus,1987,,,Europe
2561,Belarus,1988,,,Europe
2562,Belarus,1989,,,Europe
2563,Belarus,1990,100.0,100.0,Europe
2564,Belarus,1991,96.383,100.049,Europe
2565,Belarus,1992,86.988,100.265,Europe
2566,Belarus,1993,75.487,100.491,Europe
2567,Belarus,1994,64.123,100.373,Europe
2568,Belarus,1995,57.041,100.049,Europe
2569,Belarus,1996,57.915,99.715,Europe
2570,Belarus,1997,58.294,99.293,Europe
2571,Belarus,1998,56.385,98.822,Europe
2572,Belarus,1999,54.166,98.41,Europe
2573,Belarus,2000,52.195,97.949,Europe
2574,Belarus,2001,50.985,97.448,Europe
2575,Belarus,2002,50.858,96.83,Europe
2576,Belarus,2003,51.45,96.153,Europe
2577,Belarus,2004,54.545,95.495,Europe
2578,Belarus,2005,55.095,94.847,Europe
2579,Belarus,2006,57.323,94.268,Europe
2580,Belarus,2007,55.809,93.836,Europe
2581,Belarus,2008,58.53,93.513,Europe
2582,Belarus,2009,55.399,93.307,Europe
2583,Belarus,2010,59.585,93.149,Europe
2584,Belarus,2011,56.465,92.973,Europe
2585,Belarus,2012,57.68,92.884,Europe
2586,Belarus,2013,57.633,92.904,Europe
2587,Belarus,2014,56.885,92.992,Europe
2588,Belarus,2015,52.695,93.14,Europe
2589,Belarus,2016,53.083,93.257,Europe
2590,Belarus,2017,54.099,93.218,Europe
2591,Belarus,2018,57.173,93.091,Europe
2592,Bosnia and Herzegovina,1971,,,Europe
2593,Bosnia and Herzegovina,1972,,,Europe
2594,Bosnia and Herzegovina,1973,,,Europe
2595,Bosnia and Herzegovina,1974,,,Europe
2596,Bosnia and Herzegovina,1975,,,Europe
2597,Bosnia and Herzegovina,1976,,,Europe
2598,Bosnia and Herzegovina,1977,,,Europe
2599,Bosnia and Herzegovina,1978,,,Europe
2600,Bosnia and Herzegovina,1979,,,Europe
2601,Bosnia and Herzegovina,1980,,,Europe
2602,Bosnia and Herzegovina,1981,,,Europe
2603,Bosnia and Herzegovina,1982,,,Europe
2604,Bosnia and Herzegovina,1983,,,Europe
2605,Bosnia and Herzegovina,1984,,,Europe
2606,Bosnia and Herzegovina,1985,,,Europe
2607,Bosnia and Herzegovina,1986,,,Europe
2608,Bosnia and Herzegovina,1987,,,Europe
2609,Bosnia and Herzegovina,1988,,,Europe
2610,Bosnia and Herzegovina,1989,,,Europe
2611,Bosnia and Herzegovina,1990,100.0,100.0,Europe
2612,Bosnia and Herzegovina,1991,89.466,97.894,Europe
2613,Bosnia and Herzegovina,1992,66.368,94.869,Europe
2614,Bosnia and Herzegovina,1993,55.677,91.396,Europe
2615,Bosnia and Herzegovina,1994,12.789,88.214,Europe
2616,Bosnia and Herzegovina,1995,13.686,85.794,Europe
2617,Bosnia and Herzegovina,1996,17.229,84.338,Europe
2618,Bosnia and Herzegovina,1997,35.114,83.711,Europe
2619,Bosnia and Herzegovina,1998,44.419,83.666,Europe
2620,Bosnia and Herzegovina,1999,43.403,83.867,Europe
2621,Bosnia and Herzegovina,2000,57.241,84.047,Europe
2622,Bosnia and Herzegovina,2001,56.334,84.159,Europe
2623,Bosnia and Herzegovina,2002,59.33,84.226,Europe
2624,Bosnia and Herzegovina,2003,60.697,84.293,Europe
2625,Bosnia and Herzegovina,2004,63.369,84.338,Europe
2626,Bosnia and Herzegovina,2005,66.169,84.36,Europe
2627,Bosnia and Herzegovina,2006,72.864,84.36,Europe
2628,Bosnia and Herzegovina,2007,76.84,84.315,Europe
2629,Bosnia and Herzegovina,2008,84.455,84.114,Europe
2630,Bosnia and Herzegovina,2009,84.306,83.711,Europe
2631,Bosnia and Herzegovina,2010,85.467,83.016,Europe
2632,Bosnia and Herzegovina,2011,97.644,82.03,Europe
2633,Bosnia and Herzegovina,2012,90.317,80.775,Europe
2634,Bosnia and Herzegovina,2013,89.755,79.386,Europe
2635,Bosnia and Herzegovina,2014,80.0,78.019,Europe
2636,Bosnia and Herzegovina,2015,80.559,76.832,Europe
2637,Bosnia and Herzegovina,2016,91.879,75.868,Europe
2638,Bosnia and Herzegovina,2017,93.167,75.106,Europe
2639,Bosnia and Herzegovina,2018,92.714,74.479,Europe
2640,Bulgaria,1971,76.761,95.045,Europe
2641,Bulgaria,1972,79.217,95.49,Europe
2642,Bulgaria,1973,81.451,95.992,Europe
2643,Bulgaria,1974,82.711,96.637,Europe
2644,Bulgaria,1975,88.166,97.105,Europe
2645,Bulgaria,1976,88.026,97.528,Europe
2646,Bulgaria,1977,91.344,98.029,Europe
2647,Bulgaria,1978,95.026,98.141,Europe
2648,Bulgaria,1979,98.909,98.274,Europe
2649,Bulgaria,1980,102.257,98.675,Europe
2650,Bulgaria,1981,97.476,98.998,Europe
2651,Bulgaria,1982,99.455,99.287,Europe
2652,Bulgaria,1983,97.745,99.543,Europe
2653,Bulgaria,1984,95.457,99.777,Europe
2654,Bulgaria,1985,98.858,99.777,Europe
2655,Bulgaria,1986,100.01,99.744,Europe
2656,Bulgaria,1987,101.28,99.889,Europe
2657,Bulgaria,1988,100.0,100.0,Europe
2658,Bulgaria,1989,99.283,98.842,Europe
2659,Bulgaria,1990,85.94,97.072,Europe
2660,Bulgaria,1991,68.993,96.114,Europe
2661,Bulgaria,1992,65.008,95.09,Europe
2662,Bulgaria,1993,65.588,94.332,Europe
2663,Bulgaria,1994,62.663,94.021,Europe
2664,Bulgaria,1995,63.42,93.598,Europe
2665,Bulgaria,1996,63.9,93.119,Europe
2666,Bulgaria,1997,62.324,92.551,Europe
2667,Bulgaria,1998,59.514,91.939,Europe
2668,Bulgaria,1999,51.963,91.426,Europe
2669,Bulgaria,2000,50.674,90.97,Europe
2670,Bulgaria,2001,54.083,89.177,Europe
2671,Bulgaria,2002,51.033,87.262,Europe
2672,Bulgaria,2003,56.095,86.572,Europe
2673,Bulgaria,2004,55.027,85.926,Europe
2674,Bulgaria,2005,55.665,85.28,Europe
2675,Bulgaria,2006,57.057,84.634,Europe
2676,Bulgaria,2007,60.947,84.011,Europe
2677,Bulgaria,2008,57.92,83.432,Europe
2678,Bulgaria,2009,50.494,82.886,Europe
2679,Bulgaria,2010,52.967,82.352,Europe
2680,Bulgaria,2011,58.784,81.817,Europe
2681,Bulgaria,2012,53.081,81.35,Europe
2682,Bulgaria,2013,46.809,80.893,Europe
2683,Bulgaria,2014,49.689,80.436,Europe
2684,Bulgaria,2015,52.409,79.924,Europe
2685,Bulgaria,2016,48.753,79.368,Europe
2686,Bulgaria,2017,51.473,78.789,Europe
2687,Bulgaria,2018,47.974,78.21,Europe
2688,Croatia,1971,,,Europe
2689,Croatia,1972,,,Europe
2690,Croatia,1973,,,Europe
2691,Croatia,1974,,,Europe
2692,Croatia,1975,,,Europe
2693,Croatia,1976,,,Europe
2694,Croatia,1977,,,Europe
2695,Croatia,1978,,,Europe
2696,Croatia,1979,,,Europe
2697,Croatia,1980,,,Europe
2698,Croatia,1981,,,Europe
2699,Croatia,1982,,,Europe
2700,Croatia,1983,,,Europe
2701,Croatia,1984,,,Europe
2702,Croatia,1985,,,Europe
2703,Croatia,1986,,,Europe
2704,Croatia,1987,,,Europe
2705,Croatia,1988,,,Europe
2706,Croatia,1989,,,Europe
2707,Croatia,1990,100.0,100.0,Europe
2708,Croatia,1991,71.962,98.158,Europe
2709,Croatia,1992,69.478,95.792,Europe
2710,Croatia,1993,72.818,96.295,Europe
2711,Croatia,1994,68.805,97.383,Europe
2712,Croatia,1995,72.676,96.713,Europe
2713,Croatia,1996,72.067,95.395,Europe
2714,Croatia,1997,79.914,94.934,Europe
2715,Croatia,1998,86.622,94.871,Europe
2716,Croatia,1999,85.451,94.474,Europe
2717,Croatia,2000,82.556,93.532,Europe
2718,Croatia,2001,87.333,90.015,Europe
2719,Croatia,2002,92.745,90.057,Europe
2720,Croatia,2003,99.273,90.077,Europe
2721,Croatia,2004,96.357,90.119,Europe
2722,Croatia,2005,97.975,90.224,Europe
2723,Croatia,2006,98.27,90.245,Europe
2724,Croatia,2007,104.395,90.224,Europe
2725,Croatia,2008,99.191,90.224,Europe
2726,Croatia,2009,93.781,90.119,Europe
2727,Croatia,2010,89.768,89.91,Europe
2728,Croatia,2011,88.3,89.617,Europe
2729,Croatia,2012,80.771,89.345,Europe
2730,Croatia,2013,78.219,89.094,Europe
2731,Croatia,2014,74.363,88.717,Europe
2732,Croatia,2015,76.308,88.005,Europe
2733,Croatia,2016,78.01,87.377,Europe
2734,Croatia,2017,79.656,86.351,Europe
2735,Croatia,2018,75.235,85.598,Europe
2736,Cyprus,1971,44.829,107.679,Asia
2737,Cyprus,1972,55.775,108.726,Asia
2738,Cyprus,1973,58.475,110.297,Asia
2739,Cyprus,1974,44.597,111.344,Asia
2740,Cyprus,1975,42.614,88.307,Asia
2741,Cyprus,1976,49.838,86.911,Asia
2742,Cyprus,1977,54.36,86.911,Asia
2743,Cyprus,1978,57.401,86.911,Asia
2744,Cyprus,1979,62.413,87.435,Asia
2745,Cyprus,1980,66.161,88.307,Asia
2746,Cyprus,1981,64.966,89.354,Asia
2747,Cyprus,1982,66.087,91.274,Asia
2748,Cyprus,1983,67.361,91.623,Asia
2749,Cyprus,1984,70.394,92.845,Asia
2750,Cyprus,1985,71.057,93.892,Asia
2751,Cyprus,1986,77.965,95.113,Asia
2752,Cyprus,1987,92.387,96.161,Asia
2753,Cyprus,1988,93.798,97.208,Asia
2754,Cyprus,1989,98.022,98.255,Asia
2755,Cyprus,1990,100.0,100.0,Asia
2756,Cyprus,1991,114.21,102.443,Asia
2757,Cyprus,1992,122.034,105.236,Asia
2758,Cyprus,1993,126.981,108.028,Asia
2759,Cyprus,1994,132.216,110.471,Asia
2760,Cyprus,1995,129.732,112.565,Asia
2761,Cyprus,1996,137.44,114.485,Asia
2762,Cyprus,1997,140.61,116.23,Asia
2763,Cyprus,1998,149.42,117.801,Asia
2764,Cyprus,1999,156.058,119.197,Asia
2765,Cyprus,2000,162.026,120.419,Asia
2766,Cyprus,2001,159.041,121.815,Asia
2767,Cyprus,2002,163.004,123.211,Asia
2768,Cyprus,2003,180.339,124.607,Asia
2769,Cyprus,2004,177.504,126.178,Asia
2770,Cyprus,2005,181.117,127.923,Asia
2771,Cyprus,2006,182.81,129.843,Asia
2772,Cyprus,2007,190.815,132.286,Asia
2773,Cyprus,2008,194.774,135.428,Asia
2774,Cyprus,2009,192.796,139.092,Asia
2775,Cyprus,2010,186.581,142.932,Asia
2776,Cyprus,2011,179.904,146.597,Asia
2777,Cyprus,2012,167.444,150.436,Asia
2778,Cyprus,2013,144.681,151.134,Asia
2779,Cyprus,2014,148.454,149.738,Asia
2780,Cyprus,2015,151.64,147.818,Asia
2781,Cyprus,2016,161.105,147.993,Asia
2782,Cyprus,2017,163.867,149.215,Asia
2783,Cyprus,2018,162.146,150.785,Asia
2784,Georgia,1971,,,Asia
2785,Georgia,1972,,,Asia
2786,Georgia,1973,,,Asia
2787,Georgia,1974,,,Asia
2788,Georgia,1975,,,Asia
2789,Georgia,1976,,,Asia
2790,Georgia,1977,,,Asia
2791,Georgia,1978,,,Asia
2792,Georgia,1979,,,Asia
2793,Georgia,1980,,,Asia
2794,Georgia,1981,,,Asia
2795,Georgia,1982,,,Asia
2796,Georgia,1983,,,Asia
2797,Georgia,1984,,,Asia
2798,Georgia,1985,,,Asia
2799,Georgia,1986,,,Asia
2800,Georgia,1987,,,Asia
2801,Georgia,1988,,,Asia
2802,Georgia,1989,,,Asia
2803,Georgia,1990,100.0,100.0,Asia
2804,Georgia,1991,76.164,100.708,Asia
2805,Georgia,1992,59.333,101.499,Asia
2806,Georgia,1993,47.694,102.27,Asia
2807,Georgia,1994,31.066,100.708,Asia
2808,Georgia,1995,24.298,97.001,Asia
2809,Georgia,1996,18.899,93.544,Asia
2810,Georgia,1997,16.37,90.587,Asia
2811,Georgia,1998,14.661,88.38,Asia
2812,Georgia,1999,13.093,86.568,Asia
2813,Georgia,2000,13.834,84.902,Asia
2814,Georgia,2001,10.099,83.59,Asia
2815,Georgia,2002,8.42,82.861,Asia
2816,Georgia,2003,9.018,82.299,Asia
2817,Georgia,2004,9.57,81.778,Asia
2818,Georgia,2005,12.141,81.258,Asia
2819,Georgia,2006,13.514,80.8,Asia
2820,Georgia,2007,16.284,80.383,Asia
2821,Georgia,2008,13.936,80.133,Asia
2822,Georgia,2009,15.803,79.425,Asia
2823,Georgia,2010,14.916,78.863,Asia
2824,Georgia,2011,17.779,78.217,Asia
2825,Georgia,2012,19.738,77.655,Asia
2826,Georgia,2013,21.555,77.426,Asia
2827,Georgia,2014,23.437,77.447,Asia
2828,Georgia,2015,25.471,77.572,Asia
2829,Georgia,2016,26.747,77.634,Asia
2830,Georgia,2017,26.695,77.634,Asia
2831,Georgia,2018,26.189,77.697,Asia
2832,Gibraltar,1971,48.003,100.0,Europe
2833,Gibraltar,1972,41.488,100.0,Europe
2834,Gibraltar,1973,41.327,103.448,Europe
2835,Gibraltar,1974,41.36,103.448,Europe
2836,Gibraltar,1975,43.453,103.448,Europe
2837,Gibraltar,1976,43.486,103.448,Europe
2838,Gibraltar,1977,41.318,103.448,Europe
2839,Gibraltar,1978,39.106,103.448,Europe
2840,Gibraltar,1979,54.466,103.448,Europe
2841,Gibraltar,1980,65.522,103.448,Europe
2842,Gibraltar,1981,61.057,103.448,Europe
2843,Gibraltar,1982,67.648,103.448,Europe
2844,Gibraltar,1983,61.015,100.0,Europe
2845,Gibraltar,1984,58.761,100.0,Europe
2846,Gibraltar,1985,63.108,100.0,Europe
2847,Gibraltar,1986,80.872,100.0,Europe
2848,Gibraltar,1987,89.33,100.0,Europe
2849,Gibraltar,1988,100.042,100.0,Europe
2850,Gibraltar,1989,95.535,100.0,Europe
2851,Gibraltar,1990,100.0,100.0,Europe
2852,Gibraltar,1991,141.883,100.0,Europe
2853,Gibraltar,1992,168.03,100.0,Europe
2854,Gibraltar,1993,170.199,100.0,Europe
2855,Gibraltar,1994,201.112,100.0,Europe
2856,Gibraltar,1995,196.689,100.0,Europe
2857,Gibraltar,1996,201.069,100.0,Europe
2858,Gibraltar,1997,207.627,100.0,Europe
2859,Gibraltar,1998,218.564,103.448,Europe
2860,Gibraltar,1999,227.291,106.897,Europe
2861,Gibraltar,2000,238.186,106.897,Europe
2862,Gibraltar,2001,244.744,110.345,Europe
2863,Gibraltar,2002,249.124,110.345,Europe
2864,Gibraltar,2003,253.503,113.793,Europe
2865,Gibraltar,2004,275.389,113.793,Europe
2866,Gibraltar,2005,284.147,113.793,Europe
2867,Gibraltar,2006,297.254,113.793,Europe
2868,Gibraltar,2007,295.0,117.241,Europe
2869,Gibraltar,2008,301.506,117.241,Europe
2870,Gibraltar,2009,329.939,117.241,Europe
2871,Gibraltar,2010,332.151,117.241,Europe
2872,Gibraltar,2011,321.213,117.241,Europe
2873,Gibraltar,2012,327.804,117.241,Europe
2874,Gibraltar,2013,349.637,117.241,Europe
2875,Gibraltar,2014,375.859,117.241,Europe
2876,Gibraltar,2015,410.831,117.241,Europe
2877,Gibraltar,2016,428.422,117.241,Europe
2878,Gibraltar,2017,438.858,117.241,Europe
2879,Gibraltar,2018,486.422,117.241,Europe
2880,Kazakhstan,1971,,,Asia
2881,Kazakhstan,1972,,,Asia
2882,Kazakhstan,1973,,,Asia
2883,Kazakhstan,1974,,,Asia
2884,Kazakhstan,1975,,,Asia
2885,Kazakhstan,1976,,,Asia
2886,Kazakhstan,1977,,,Asia
2887,Kazakhstan,1978,,,Asia
2888,Kazakhstan,1979,,,Asia
2889,Kazakhstan,1980,,,Asia
2890,Kazakhstan,1981,,,Asia
2891,Kazakhstan,1982,,,Asia
2892,Kazakhstan,1983,,,Asia
2893,Kazakhstan,1984,,,Asia
2894,Kazakhstan,1985,,,Asia
2895,Kazakhstan,1986,,,Asia
2896,Kazakhstan,1987,,,Asia
2897,Kazakhstan,1988,,,Asia
2898,Kazakhstan,1989,,,Asia
2899,Kazakhstan,1990,100.0,100.0,Asia
2900,Kazakhstan,1991,103.842,100.63,Asia
2901,Kazakhstan,1992,106.385,100.557,Asia
2902,Kazakhstan,1993,91.143,99.89,Asia
2903,Kazakhstan,1994,81.954,98.452,Asia
2904,Kazakhstan,1995,71.873,96.746,Asia
2905,Kazakhstan,1996,62.491,95.29,Asia
2906,Kazakhstan,1997,52.948,93.797,Asia
2907,Kazakhstan,1998,54.063,92.189,Asia
2908,Kazakhstan,1999,48.849,91.314,Asia
2909,Kazakhstan,2000,47.213,91.045,Asia
2910,Kazakhstan,2001,46.046,90.886,Asia
2911,Kazakhstan,2002,50.401,90.892,Asia
2912,Kazakhstan,2003,56.819,91.198,Asia
2913,Kazakhstan,2004,61.714,91.834,Asia
2914,Kazakhstan,2005,66.134,92.654,Asia
2915,Kazakhstan,2006,72.892,93.638,Asia
2916,Kazakhstan,2007,78.906,94.715,Asia
2917,Kazakhstan,2008,97.053,95.877,Asia
2918,Kazakhstan,2009,85.444,98.44,Asia
2919,Kazakhstan,2010,93.193,99.841,Asia
2920,Kazakhstan,2011,98.974,101.278,Asia
2921,Kazakhstan,2012,98.565,102.716,Asia
2922,Kazakhstan,2013,105.019,104.208,Asia
2923,Kazakhstan,2014,83.404,105.75,Asia
2924,Kazakhstan,2015,83.917,107.31,Asia
2925,Kazakhstan,2016,91.134,108.845,Asia
2926,Kazakhstan,2017,92.206,110.338,Asia
2927,Kazakhstan,2018,90.205,111.793,Asia
2928,Kosovo,1971,,,
2929,Kosovo,1972,,,
2930,Kosovo,1973,,,
2931,Kosovo,1974,,,
2932,Kosovo,1975,,,
2933,Kosovo,1976,,,
2934,Kosovo,1977,,,
2935,Kosovo,1978,,,
2936,Kosovo,1979,,,
2937,Kosovo,1980,,,
2938,Kosovo,1981,,,
2939,Kosovo,1982,,,
2940,Kosovo,1983,,,
2941,Kosovo,1984,,,
2942,Kosovo,1985,,,
2943,Kosovo,1986,,,
2944,Kosovo,1987,,,
2945,Kosovo,1988,,,
2946,Kosovo,1989,,,
2947,Kosovo,1990,,,
2948,Kosovo,1991,,,
2949,Kosovo,1992,,,
2950,Kosovo,1993,,,
2951,Kosovo,1994,,,
2952,Kosovo,1995,,,
2953,Kosovo,1996,,,
2954,Kosovo,1997,,,
2955,Kosovo,1998,,,
2956,Kosovo,1999,,,
2957,Kosovo,2000,100.0,100.0,
2958,Kosovo,2001,126.823,100.059,
2959,Kosovo,2002,126.082,100.118,
2960,Kosovo,2003,132.697,100.176,
2961,Kosovo,2004,134.05,100.294,
2962,Kosovo,2005,130.062,100.353,
2963,Kosovo,2006,131.281,101.176,
2964,Kosovo,2007,137.728,101.941,
2965,Kosovo,2008,148.306,102.765,
2966,Kosovo,2009,164.504,103.588,
2967,Kosovo,2010,170.355,104.471,
2968,Kosovo,2011,168.582,105.353,
2969,Kosovo,2012,159.022,106.176,
2970,Kosovo,2013,162.53,107.294,
2971,Kosovo,2014,144.818,107.176,
2972,Kosovo,2015,168.587,106.0,
2973,Kosovo,2016,177.902,106.824,
2974,Kosovo,2017,160.023,107.706,
2975,Kosovo,2018,162.167,108.529,
2976,Kyrgyzstan,1971,,,Asia
2977,Kyrgyzstan,1972,,,Asia
2978,Kyrgyzstan,1973,,,Asia
2979,Kyrgyzstan,1974,,,Asia
2980,Kyrgyzstan,1975,,,Asia
2981,Kyrgyzstan,1976,,,Asia
2982,Kyrgyzstan,1977,,,Asia
2983,Kyrgyzstan,1978,,,Asia
2984,Kyrgyzstan,1979,,,Asia
2985,Kyrgyzstan,1980,,,Asia
2986,Kyrgyzstan,1981,,,Asia
2987,Kyrgyzstan,1982,,,Asia
2988,Kyrgyzstan,1983,,,Asia
2989,Kyrgyzstan,1984,,,Asia
2990,Kyrgyzstan,1985,,,Asia
2991,Kyrgyzstan,1986,,,Asia
2992,Kyrgyzstan,1987,,,Asia
2993,Kyrgyzstan,1988,,,Asia
2994,Kyrgyzstan,1989,,,Asia
2995,Kyrgyzstan,1990,100.0,100.0,Asia
2996,Kyrgyzstan,1991,89.722,101.662,Asia
2997,Kyrgyzstan,1992,58.415,102.824,Asia
2998,Kyrgyzstan,1993,43.028,102.87,Asia
2999,Kyrgyzstan,1994,27.963,102.824,Asia
3000,Kyrgyzstan,1995,19.587,103.849,Asia
3001,Kyrgyzstan,1996,24.284,105.397,Asia
3002,Kyrgyzstan,1997,23.717,106.946,Asia
3003,Kyrgyzstan,1998,25.129,108.609,Asia
3004,Kyrgyzstan,1999,20.295,110.225,Asia
3005,Kyrgyzstan,2000,19.551,111.546,Asia
3006,Kyrgyzstan,2001,16.527,112.617,Asia
3007,Kyrgyzstan,2002,20.814,113.664,Asia
3008,Kyrgyzstan,2003,23.111,114.849,Asia
3009,Kyrgyzstan,2004,22.788,116.261,Asia
3010,Kyrgyzstan,2005,21.491,117.581,Asia
3011,Kyrgyzstan,2006,21.426,118.834,Asia
3012,Kyrgyzstan,2007,26.198,119.973,Asia
3013,Kyrgyzstan,2008,30.78,121.134,Asia
3014,Kyrgyzstan,2009,28.651,122.592,Asia
3015,Kyrgyzstan,2010,26.537,124.072,Asia
3016,Kyrgyzstan,2011,31.681,125.598,Asia
3017,Kyrgyzstan,2012,42.016,127.693,Asia
3018,Kyrgyzstan,2013,38.309,130.266,Asia
3019,Kyrgyzstan,2014,39.681,132.908,Asia
3020,Kyrgyzstan,2015,42.543,135.664,Asia
3021,Kyrgyzstan,2016,40.385,138.465,Asia
3022,Kyrgyzstan,2017,38.844,141.152,Asia
3023,Kyrgyzstan,2018,46.104,143.84,Asia
3024,Malta,1971,28.302,85.593,Europe
3025,Malta,1972,35.785,85.311,Europe
3026,Malta,1973,34.321,85.311,Europe
3027,Malta,1974,31.36,85.311,Europe
3028,Malta,1975,28.14,85.876,Europe
3029,Malta,1976,31.983,86.441,Europe
3030,Malta,1977,33.742,86.723,Europe
3031,Malta,1978,39.626,87.571,Europe
3032,Malta,1979,38.543,88.418,Europe
3033,Malta,1980,42.869,89.548,Europe
3034,Malta,1981,48.63,90.113,Europe
3035,Malta,1982,55.858,92.09,Europe
3036,Malta,1983,41.929,93.503,Europe
3037,Malta,1984,57.335,93.503,Europe
3038,Malta,1985,50.033,94.915,Europe
3039,Malta,1986,81.001,96.61,Europe
3040,Malta,1987,84.879,97.175,Europe
3041,Malta,1988,92.38,98.023,Europe
3042,Malta,1989,100.183,99.153,Europe
3043,Malta,1990,100.0,100.0,Europe
3044,Malta,1991,95.506,102.825,Europe
3045,Malta,1992,93.711,103.955,Europe
3046,Malta,1993,121.241,104.802,Europe
3047,Malta,1994,108.31,105.932,Europe
3048,Malta,1995,102.775,106.497,Europe
3049,Malta,1996,100.42,107.345,Europe
3050,Malta,1997,106.696,108.192,Europe
